created_at,transaction_id,store_id,user_id,original_amount,final_amount
2024-01-02 09:04:58,7212f91a-45d7-4179-ab26-29783f156f19,3,,79.5,79.5
2024-01-02 09:07:44,96bf05d6-f988-4745-bc36-769c52c9f7b7,5,,84.0,84.0
2024-01-02 09:19:56,fa4e1cef-2b35-4b67-ae24-0d3f161bea28,6,,78.0,78.0
2024-01-02 09:20:58,8afba43d-708f-4439-816b-8938cec71951,4,,76.0,76.0
2024-01-02 09:21:03,1e4194c6-995a-4422-9ce3-9db378d4a23f,4,,76.0,76.0
2024-01-02 09:21:21,b2ddc648-0dcf-4049-beff-a9e455ce3b79,10,,79.0,79.0
2024-01-02 09:27:36,e8687505-a8f3-4d46-96fe-93388b77f224,3,,77.5,77.5
2024-01-02 09:32:37,3b469511-ea09-40bb-a7ad-7d4067e0db6f,5,,78.0,78.0
2024-01-02 09:34:43,6c602ee8-a211-4097-9691-a16072aa6d1b,10,,78.0,78.0
2024-01-02 09:37:34,04afe004-4ee7-4451-92ac-b8e4ec177d3f,3,,77.5,77.5
2024-01-02 09:41:26,60c2c733-578f-4bee-9d25-8292cb4665fb,4,,75.0,75.0
2024-01-02 09:47:14,d91b177c-7d43-478d-8dbb-697cc9dbb009,9,,78.0,78.0
2024-01-02 09:50:58,0c6cb2f3-f37d-454f-95a6-4c52a3899fae,3,378,75.0,75.0
2024-01-02 09:51:59,befc1449-79fe-44d7-89b1-362665a9cbdb,6,,81.0,81.0
2024-01-02 09:53:00,c131770c-1f90-4732-808e-c9c9dc508097,8,,76.0,76.0
2024-01-02 09:58:16,17ccb4bd-7fec-4f34-a62b-66ead412f9ef,6,,76.0,76.0
2024-01-02 09:58:46,42812bcc-e0bf-48c4-a619-b304ef176476,8,,79.5,79.5
2024-01-02 10:03:41,d52bb82c-1fb5-4132-a33c-0ab951f46c08,7,,79.5,79.5
2024-01-02 10:08:35,cfab03d1-9a22-44fd-9443-e6c25eebd540,8,,79.5,79.5
2024-01-02 10:09:06,cac7f114-a5ec-4bec-9315-63b86db2f5f3,9,,75.0,75.0
2024-01-02 10:09:34,27f21ef8-2a54-4c06-af48-39daae724f37,2,,76.5,76.5
2024-01-02 10:12:04,19ee99cd-7278-4301-b493-3968538c8610,9,,75.0,75.0
2024-01-02 10:13:48,f8656403-d50f-41cc-a204-b4cf600f8d84,4,,76.0,76.0
2024-01-02 10:16:10,93a53a6a-489e-45d5-80dc-7c18bc0bbf34,7,,81.0,81.0
2024-01-02 10:21:06,c853e5f2-217b-4540-b80d-47ed4ade04c8,10,2476,75.0,75.0
2024-01-02 10:22:31,1e90c41d-be05-4b29-bc5c-fa66c60345da,7,,79.5,79.5
2024-01-02 10:24:21,74250fcf-66b5-46ad-afe2-015a8d1aaf7b,8,,77.5,77.5
2024-01-02 10:26:58,f8c96aa2-9d99-41c9-aa19-c0dab3815b44,9,,81.0,81.0
2024-01-02 10:29:06,cec7e877-44d9-44b4-add3-58bd39785473,6,,76.5,76.5
2024-01-02 10:31:42,0d3876b2-d535-493e-ad45-fef716ee7a2b,6,,78.0,78.0
2024-01-02 10:35:21,46fde939-e20c-4881-909b-bf47d5c40e56,9,,75.0,75.0
2024-01-02 10:35:42,7a895783-c83a-462c-bd89-f076c1ce77ae,8,,85.5,85.5
2024-01-02 10:40:52,604bbef7-306b-493f-b3f3-52b998c184ef,1,,75.0,75.0
2024-01-02 10:42:13,04bc572d-b465-4d2a-8993-48023432f334,3,,77.0,77.0
2024-01-02 10:42:51,bbbe1440-a02b-47ef-a66e-a08a48f1d81a,1,,81.0,81.0
2024-01-02 10:44:10,077fc264-bc3a-4b07-bbe9-5f39861b3054,6,,75.0,75.0
2024-01-02 10:52:17,9d3f0f18-7d57-4929-bf62-be96e4526b30,9,,82.5,82.5
2024-01-02 10:54:05,99706436-640e-43c4-adc7-a0db39edb5bc,2,,81.0,81.0
2024-01-02 10:54:17,32fec740-f1b8-473b-b441-1a061bae22ae,10,,75.0,75.0
2024-01-02 10:55:59,a907d88c-81aa-4fa6-99f0-bb937685642c,1,,77.5,77.5
2024-01-02 10:58:24,40139648-07af-4904-8b73-df1591a0916a,7,,85.5,85.5
2024-01-02 11:01:57,c65c0cf1-2cee-4910-a439-5f61d6362334,4,,78.0,78.0
2024-01-02 11:02:13,7bc3f5be-da5e-442d-9b97-bb37e4d01241,5,,78.0,78.0
2024-01-02 11:05:26,af41a2eb-6ac2-47da-b323-8a9bfe8ece7d,6,,84.0,84.0
2024-01-02 11:09:11,6744e170-51d4-4f3c-824c-e2d3e82568a2,7,,78.0,78.0
2024-01-02 11:09:50,7d03da01-e73c-46c1-ae0a-f4b74154b229,9,,85.5,85.5
2024-01-02 11:10:12,9052b592-afc7-48b6-aebf-09fc0659f2f5,1,16029,84.0,84.0
2024-01-02 11:10:39,4917e943-5c89-40a7-aba9-19bd68bca6a9,1,,75.0,75.0
2024-01-02 11:15:22,9a0c1e2c-d2f0-4f47-8291-62d978499237,8,,81.0,81.0
2024-01-02 11:15:25,0d426256-d399-4f97-8b27-31ad0abb6990,9,,78.0,78.0
2024-01-02 11:18:10,eb6124e4-6bb2-4468-9831-7f40cec4335a,6,,81.0,81.0
2024-01-02 11:18:24,0451c53c-3fe5-4dec-a9fc-b4c89e988d82,7,15307,76.5,76.5
2024-01-02 11:25:51,027276f5-0749-4f86-8377-92730f2c8eb9,1,,82.5,82.5
2024-01-02 11:29:24,3cacb3c2-7143-4d11-afd8-e54280185d2c,4,,77.5,77.5
2024-01-02 11:30:32,d6903915-86a9-4e8f-bbbe-7179727ba227,4,,77.0,77.0
2024-01-02 11:31:46,a693f331-49ab-4051-8653-029c2fc15f5f,5,,77.0,77.0
2024-01-02 11:35:12,3293e948-0bde-4283-89eb-e45f062aa56e,7,,76.5,76.5
2024-01-02 11:36:01,d85cb02b-38f9-4fed-8a88-abc8f6ec2ecb,8,,76.5,76.5
2024-01-02 11:38:23,4c514cf8-79b4-4076-9367-323d78ec46a9,1,,81.0,81.0
2024-01-02 11:40:55,e66536c5-abab-4dff-a1a4-4636e217ff14,3,,75.0,75.0
2024-01-02 11:47:23,96e072ca-aa25-460d-b208-23645fb4da48,2,,75.0,75.0
2024-01-02 11:50:36,b55787a0-83cf-41a6-8d6f-6f866b082513,3,,76.5,76.5
2024-01-02 11:51:25,9730268c-a77a-466a-8be0-778a451ee8a8,3,,75.0,75.0
2024-01-02 11:52:16,e5d4e01f-5dfa-4a89-96c6-59c9abd28845,2,,88.5,88.5
2024-01-02 11:52:18,05e599ff-7cb1-4538-bdd4-1b89048fb263,5,,78.0,78.0
2024-01-02 11:53:02,473bbc8b-ac60-4942-87ad-cf95308ea7bf,4,,76.5,76.5
2024-01-02 11:57:21,f9878310-6af9-4988-a61d-c25ae2c5a6e3,5,,76.5,76.5
2024-01-02 11:58:32,c255aa97-30f1-4487-8f9b-3aefa5c8b402,5,,81.0,81.0
2024-01-02 12:00:42,ef68acea-717e-4fa4-8201-d00d9b370152,1,,75.0,75.0
2024-01-02 12:02:51,4253e49f-3d45-4da6-89ad-714f77f48b05,6,,76.5,76.5
2024-01-02 12:07:01,88f8971e-b1d1-4301-aabe-14578750ca92,1,,79.5,79.5
2024-01-02 12:11:11,dff6866a-ca90-41fb-a800-a66b3f6cb738,5,,82.5,82.5
2024-01-02 12:11:27,2759c74c-a588-46cb-a943-c6ae69783687,7,,81.0,81.0
2024-01-02 12:11:52,726e5eff-d1d5-4826-af45-a7f73c955e99,7,,78.0,78.0
2024-01-02 12:12:47,52d71f40-a848-4a26-b78f-3f0d0632f84b,2,,76.5,76.5
2024-01-02 12:13:39,4409ad09-84a6-4e3f-b347-5acce206e793,7,,77.0,77.0
2024-01-02 12:16:01,1f207f30-d966-4d5e-abe0-94505f9d1084,8,,82.5,82.5
2024-01-02 12:17:13,2e0cbd11-3832-4c04-a778-61f5f8f2788f,10,,79.5,79.5
2024-01-02 12:20:34,51fa1b2a-2b8c-46a2-83cf-6f7014e219da,10,,75.0,75.0
2024-01-02 12:24:35,fca395a6-05fd-4742-8390-b889f53b336b,3,,78.0,78.0
2024-01-02 12:28:44,c9c2c2f2-a075-405a-86bf-6d43387d7777,4,,81.0,81.0
2024-01-02 12:29:02,5a2f7818-c391-42ac-8240-f46a987edab0,2,,75.0,75.0
2024-01-02 12:44:50,ea8e21ff-28de-405c-bca1-5674a9f6872a,7,,77.5,77.5
2024-01-02 12:45:08,f6489ad3-18c2-47a6-91df-9aaecbc9a5c0,7,,78.0,78.0
2024-01-02 12:47:30,3a12fe02-2292-480b-b7a3-49fbcf8ed346,8,,75.0,75.0
2024-01-02 12:49:53,235d56f1-20d8-4318-bf5a-4ef396425a14,10,,76.5,76.5
2024-01-02 12:50:55,9f008a03-06af-4ad3-8ce6-a1e9a33f3fac,8,,79.0,79.0
2024-01-02 12:51:57,0eaf2b2e-3e2f-447c-a5b8-622a6504a5bd,1,,82.5,82.5
2024-01-02 12:55:54,709506b6-a53a-4669-959f-19a116f20b4c,5,,76.5,76.5
2024-01-02 13:04:44,8031aa73-5b60-44be-a10b-3d59ba2e4f85,2,,75.0,75.0
2024-01-02 13:09:30,48015001-e8d0-4029-a6bd-d5a6910ba2ba,3,,78.0,78.0
2024-01-02 13:09:42,f4f9167f-b727-4d74-a9e7-4f224422c0da,9,,81.0,81.0
2024-01-02 13:10:41,03cf1c93-6c94-4206-8c2f-523bdec3f18c,9,,77.0,77.0
2024-01-02 13:15:03,f3cea141-99d8-45f5-af9b-32e7ddd776d0,6,,78.0,78.0
2024-01-02 13:18:28,d19998f5-6ede-47af-9bf0-7e8058e83b1c,7,,87.0,87.0
2024-01-02 13:19:53,8915abbc-de6d-4d12-865c-ae76fabd00c8,9,,75.0,75.0
2024-01-02 13:23:58,27e0ae9a-47a5-4407-986d-1084df97eb4f,3,,79.5,79.5
2024-01-02 13:25:25,4ff8205c-0b7b-4808-95cb-98650c8cc896,7,,76.5,76.5
2024-01-02 13:30:10,174c3d00-0224-4e47-8212-b254094d5e79,8,,84.0,84.0
2024-01-02 13:30:15,9fdf4c66-c72a-4561-8b73-5f5db4f8cd36,4,,76.0,76.0
2024-01-02 13:30:22,a41cdf88-b749-4ab4-8d09-da64e5fc326c,8,,78.5,78.5
2024-01-02 13:31:09,9409f342-05e5-4aa1-ae96-40a624f73976,6,3441,79.5,79.5
2024-01-02 13:34:50,489eccae-f53f-426f-9013-b0a4f7206962,4,,75.5,75.5
2024-01-02 13:44:18,7d015ac5-3457-4048-99e6-95bea894af96,4,,82.5,82.5
2024-01-02 13:49:14,e8a31f71-3863-4778-ac79-1d81cca02e56,5,,82.5,82.5
2024-01-02 13:52:04,32c2caf9-5dd3-4fb7-9a69-f180efa15075,6,14008,75.5,75.5
2024-01-02 13:53:05,ed4b7548-a44e-4a88-9d60-8512436e474f,9,17726,81.0,81.0
2024-01-02 13:57:00,c1de8bda-4b2a-4d4c-8ff9-b97e61ebcb2a,9,,78.5,78.5
2024-01-02 13:57:12,323624ea-42c4-4100-b275-8034aa30cca3,3,,87.0,87.0
2024-01-02 13:57:39,b73e6419-0975-4142-bcef-90f1263602e8,1,,81.0,81.0
2024-01-02 13:59:02,e2ed4dab-92e2-4c25-8281-2af16703c380,1,17731,75.0,75.0
2024-01-02 13:59:53,6f7d330e-53ab-49a1-abcd-7d0b97cadcc6,8,,75.5,75.5
2024-01-02 14:00:03,deb530b2-2372-4fb8-922d-18f946424f7a,2,,78.0,78.0
2024-01-02 14:00:22,83054689-18be-4ed1-8981-588097b4315d,10,,84.0,84.0
2024-01-02 14:02:01,afebeed7-8626-4e47-8406-e9b6f29476fb,9,5225,75.0,75.0
2024-01-02 14:04:13,6236e46e-2226-4ee4-8eb1-fff9f90e1ea0,3,,75.0,75.0
2024-01-02 14:05:36,62c20f58-3906-4d65-909d-3b1b70423d2f,7,,76.5,76.5
2024-01-02 14:09:06,7f28b07b-4d39-4f25-9345-ba2d6488d754,2,,82.5,82.5
2024-01-02 14:11:55,d7e5eade-b27e-4e96-ad94-8d0e3b2b9961,2,,75.0,75.0
2024-01-02 14:12:57,d20e4e97-f2f0-484a-9ec0-322a17b9768f,10,,81.0,81.0
2024-01-02 14:13:54,4ecde2df-4851-4d15-9a98-6df8754aa8db,5,,81.0,81.0
2024-01-02 14:15:21,b83002e3-ca60-4aac-a4de-d385eb2d86e9,7,,84.0,84.0
2024-01-02 14:15:33,bf4c8004-87ad-4f62-aabf-3781c3196fe3,6,,75.0,75.0
2024-01-02 14:16:21,05cae840-cd42-4e85-a93b-425aa6d76163,9,,78.0,78.0
2024-01-02 14:17:18,f2a926e4-b877-4e31-9724-6a963e92dc21,5,,77.0,77.0
2024-01-02 14:20:25,93b6a59b-1e62-4f31-8071-a878f55ef5f4,7,,84.0,84.0
2024-01-02 14:22:07,d38d4daa-9456-44db-b240-929d491ceacb,4,,78.0,78.0
2024-01-02 14:24:47,8fcd1abb-b611-47b7-9ed1-525f6a503c62,8,,85.5,85.5
2024-01-02 14:27:23,60cf8e07-de97-4813-b521-a38b60428d78,10,,75.0,75.0
2024-01-02 14:27:54,f4851d0b-c333-4705-9693-6e5ee87f617e,10,,88.5,88.5
2024-01-02 14:29:01,a7f6c1c4-9fed-4136-8584-27cccec60691,3,,78.0,78.0
2024-01-02 14:36:17,cd6644b6-7b2b-4775-b4db-4e35f85205b3,10,,76.5,76.5
2024-01-02 14:36:54,144645df-ddf3-4dc0-9d7a-faae60bdd2ce,9,,77.0,77.0
2024-01-02 14:38:03,e79e0e32-63e2-4f87-888e-2845b1d85561,7,,75.0,75.0
2024-01-02 14:41:52,064846f8-1330-44a5-922b-01a8596079f3,2,,78.5,78.5
2024-01-02 14:45:32,fd2b56f1-70ae-4aa3-b517-b84f99a48f68,4,,85.5,85.5
2024-01-02 14:45:37,414a0bd0-9c6e-43d2-b0c7-2468ced87312,4,,85.5,85.5
2024-01-02 14:47:13,487311db-4f08-49e9-808c-96e3702ecd20,4,,87.0,87.0
2024-01-02 14:48:59,5d1d57f2-7b18-4de6-8e00-ae021feef410,9,,85.5,85.5
2024-01-02 14:49:15,475eaf3a-162a-45fc-852f-6235b6206503,6,,81.0,81.0
2024-01-02 14:56:22,2a13ebcc-b160-418a-8662-8d4a8206b42b,2,,76.5,76.5
2024-01-02 14:59:10,c87f9681-348d-423f-8a47-0103d2cc45bd,2,,76.0,76.0
2024-01-02 15:06:23,395cae53-dd46-4e54-b04e-28b6bc764292,4,,75.0,75.0
2024-01-02 15:09:21,44109bb4-9069-4cde-8717-98ec2dcb1fcd,6,,76.0,76.0
2024-01-02 15:10:04,192cacc3-9269-45b7-9f89-0ec97cf2c6ba,4,,75.0,75.0
2024-01-02 15:13:05,d87c9e55-17d8-4219-a5a5-8f30cc93a886,1,,84.0,84.0
2024-01-02 15:13:19,6ac4f1ff-6109-4622-a3ae-2c024450b75c,10,,76.0,76.0
2024-01-02 15:23:11,f4c784d4-3638-4d13-9a7a-316a6958e49c,2,,78.0,78.0
2024-01-02 15:29:24,8b16a5ee-39df-42b4-83ee-a60dc98c869c,4,,87.0,87.0
2024-01-02 15:34:49,019dd44b-3d73-40c6-bbeb-a72a9e4bdbd4,6,,78.0,78.0
2024-01-02 15:35:46,7ed2c950-5e89-45f0-8942-e38066d3fe4d,5,,79.5,79.5
2024-01-02 15:38:31,e0db7c5f-8e81-488a-9beb-c117f6541b1e,8,,82.5,82.5
2024-01-02 15:39:36,60cf29b4-4050-4e20-aff7-43abeb40da6e,10,,78.0,78.0
2024-01-02 15:41:54,d10a07be-e235-4cfe-9b0b-e79d456c294e,7,,78.0,78.0
2024-01-02 15:45:46,7b603d74-3d36-4d2b-8bda-4d2debe9e479,8,,75.0,75.0
2024-01-02 15:47:26,5771a298-fd42-4f2d-9fcc-864fa1de3481,3,,75.0,75.0
2024-01-02 15:51:28,f4687f08-0e54-40a3-a00a-9cba32eed72c,4,,78.0,78.0
2024-01-02 15:52:26,9afaec6c-1370-4e6b-af92-dbf9ec9c61d4,10,,75.0,75.0
2024-01-02 15:56:10,5570ca92-a7a2-4a6b-93f8-6a71e8447014,9,,78.0,78.0
2024-01-02 15:57:07,3fef49ab-b5a0-42f6-964b-3ae95afd2138,8,,75.0,75.0
2024-01-02 16:05:23,b6328ae4-6663-4664-9acb-b32b71f45716,6,,76.0,76.0
2024-01-02 16:07:49,afb1ae6a-055b-47cf-b685-4f234288603b,4,,82.5,82.5
2024-01-02 16:09:27,0368bd0c-663f-4fd6-b920-587671819c49,6,,76.5,76.5
2024-01-02 16:32:33,e0ac20b4-a306-44b5-a02c-0673b987339e,7,,84.0,84.0
2024-01-02 16:38:11,2842fc90-3ee5-4b8e-a004-f98fe5d16a57,4,,85.5,85.5
2024-01-02 16:38:44,aec62d6e-93dc-4350-8ca0-5ed18ad1e27f,10,,77.0,77.0
2024-01-02 16:48:30,9b1594d8-9b44-4dbd-be2f-45d239ffb8be,5,,84.0,84.0
2024-01-02 17:24:39,5a59433a-21b1-4a52-91d0-17f89cb39b34,5,,75.0,75.0
2024-01-02 17:36:29,05c0c884-3db2-42b8-9916-a54c878dbe45,4,14750,75.0,75.0
2024-01-02 17:37:59,10366cf3-a95c-47ab-bba0-960dbc43f5af,1,,75.0,75.0
2024-01-02 19:44:08,eff8bdf3-fed8-474b-9abd-1dcc2efc00e2,10,,77.0,77.0
2024-01-03 07:24:38,455903e0-8e14-450d-911f-34c7677fc9b0,3,,81.0,81.0
2024-01-03 07:38:07,bb55fd3d-8eb2-4d2b-806f-250584d0ba75,4,,85.5,85.5
2024-01-03 07:46:09,4a2e8350-8a13-467f-8f1d-19bf3fcf3d20,7,,76.0,76.0
2024-01-03 07:58:17,ba1c52de-14f5-4d45-abca-13268cc95d9b,7,,78.0,78.0
2024-01-03 08:01:08,3a30a6a8-4dc9-4de9-9f61-e19c4443bff9,1,1903,75.5,75.5
2024-01-03 08:04:42,bf981d85-62cd-4162-9fab-746b6a22485d,3,,78.0,78.0
2024-01-03 08:04:54,371767c2-efac-4ae4-a01d-4cddbaaa778e,1,,79.5,79.5
2024-01-03 08:05:25,147485ca-72b5-4e97-bddf-b9c60aac6bf5,8,,75.0,75.0
2024-01-03 08:16:52,f3722821-2adf-4291-86a3-812cf9182cd6,3,,84.0,84.0
2024-01-03 08:21:02,c0d5bc97-85f3-4b5c-894b-158291a95e12,9,,78.0,78.0
2024-01-03 08:22:48,fd8708b5-32d9-4fdc-97b0-b3ce61f97b19,8,,75.0,75.0
2024-01-03 08:26:35,940ba1ac-736c-4a34-ab7c-acf016de6a5b,2,,79.5,79.5
2024-01-03 08:32:30,b4274dc5-8b3c-4b92-b379-da60c93a1876,6,16597,76.5,76.5
2024-01-03 08:36:45,7fe0ba2c-6422-4705-94fa-335757757808,7,10595,81.0,81.0
2024-01-03 08:37:55,586aceda-9392-4217-b921-407e4b41e153,4,,76.0,76.0
2024-01-03 08:41:47,82eef711-695a-4102-b8f4-02f59b7f54ab,10,,75.0,75.0
2024-01-03 08:45:38,35344570-c6b8-490c-94c4-1ead8ca13766,9,,76.5,76.5
2024-01-03 08:45:39,f74b9364-afb7-41de-ab88-68203036923a,7,,75.0,75.0
2024-01-03 08:49:26,dcc92df2-1da6-40f6-a65b-1674d94aaee1,8,,82.5,82.5
2024-01-03 08:56:21,8df1a595-2480-44c8-9b5b-6bfb029313e0,4,,76.5,76.5
2024-01-03 09:01:20,5fb5642f-92ae-4931-82a3-3948a87bd11d,1,,75.0,75.0
2024-01-03 09:03:47,b5ac08f3-63e7-4048-963d-8b9ecf325987,3,,81.0,81.0
2024-01-03 09:13:33,b4354789-06d0-4492-b3c0-bb9206a925ae,1,,84.0,84.0
2024-01-03 09:14:26,045a2249-49dc-4cb8-b785-3c0dd0732e9a,3,,78.0,78.0
2024-01-03 09:14:39,8f65c67b-158a-46ab-aa68-bf26a3af83cf,9,1763,75.0,75.0
2024-01-03 09:25:25,296bc674-ee9c-451a-91a8-b9022540a016,8,,76.5,76.5
2024-01-03 09:32:26,b59fcdc7-5975-4974-88e8-da2f989c1d3a,7,,75.0,75.0
