store_id,user_id,purchases_qty,store_name,birthdate
7,336614,3,G Coffee @ Damansara Saujana,1997-07-08
7,420182,3,G Coffee @ Damansara Saujana,1974-11-16
7,444864,3,G Coffee @ Damansara Saujana,1990-03-16
7,587448,3,G Coffee @ Damansara Saujana,1996-11-16
7,637629,3,G Coffee @ Damansara Saujana,2003-07-24
7,847685,3,G Coffee @ Damansara Saujana,1978-02-06
7,880367,3,G Coffee @ Damansara Saujana,1982-08-26
7,939656,3,G Coffee @ Damansara Saujana,1972-02-16
7,1109860,3,G Coffee @ Damansara Saujana,1967-06-16
7,1133902,3,G Coffee @ Damansara Saujana,1969-09-09
7,1158494,3,G Coffee @ Damansara Saujana,1991-03-19
7,185,2,G Coffee @ Damansara Saujana,1992-07-10
7,225,2,G Coffee @ Damansara Saujana,2001-09-20
7,236,2,G Coffee @ Damansara Saujana,1965-03-03
7,978,2,G Coffee @ Damansara Saujana,2004-12-21
7,1010,2,G Coffee @ Damansara Saujana,2009-04-03
7,1090,2,G Coffee @ Damansara Saujana,1968-07-27
8,14202,4,G Coffee @ Bandar Seri Mulia,1965-02-07
8,3607,3,G Coffee @ Bandar Seri Mulia,1965-01-05
8,8458,3,G Coffee @ Bandar Seri Mulia,1973-05-24
8,9556,3,G Coffee @ Bandar Seri Mulia,1984-08-25
8,14451,3,G Coffee @ Bandar Seri Mulia,2004-11-06
8,14971,3,G Coffee @ Bandar Seri Mulia,1976-11-19
8,17093,3,G Coffee @ Bandar Seri Mulia,1968-01-16
8,17714,3,G Coffee @ Bandar Seri Mulia,1988-01-02
8,17854,3,G Coffee @ Bandar Seri Mulia,1969-12-15
8,19151,3,G Coffee @ Bandar Seri Mulia,1991-01-31
8,19188,3,G Coffee @ Bandar Seri Mulia,2006-03-02
8,19395,3,G Coffee @ Bandar Seri Mulia,1986-05-11
8,22114,3,G Coffee @ Bandar Seri Mulia,1987-01-03
8,23074,3,G Coffee @ Bandar Seri Mulia,1983-08-12
8,23686,3,G Coffee @ Bandar Seri Mulia,1967-03-08
8,25411,3,G Coffee @ Bandar Seri Mulia,1971-10-20
8,27194,3,G Coffee @ Bandar Seri Mulia,1983-12-25
8,28100,3,G Coffee @ Bandar Seri Mulia,1979-12-13
8,277129,3,G Coffee @ Bandar Seri Mulia,1966-04-18
8,873996,3,G Coffee @ Bandar Seri Mulia,1967-05-30
8,884680,3,G Coffee @ Bandar Seri Mulia,1975-02-18
8,994818,3,G Coffee @ Bandar Seri Mulia,1971-02-16
8,1130127,3,G Coffee @ Bandar Seri Mulia,1984-03-05
8,1146882,3,G Coffee @ Bandar Seri Mulia,1992-11-29
8,1172960,3,G Coffee @ Bandar Seri Mulia,1976-02-04
8,1186437,3,G Coffee @ Bandar Seri Mulia,1982-02-17
8,1202064,3,G Coffee @ Bandar Seri Mulia,2007-08-02
8,1220235,3,G Coffee @ Bandar Seri Mulia,1967-02-18
8,31,2,G Coffee @ Bandar Seri Mulia,1988-12-15
8,235,2,G Coffee @ Bandar Seri Mulia,1993-06-10
8,286,2,G Coffee @ Bandar Seri Mulia,1997-08-19
8,454,2,G Coffee @ Bandar Seri Mulia,1987-02-11
8,488,2,G Coffee @ Bandar Seri Mulia,2001-12-26
8,548,2,G Coffee @ Bandar Seri Mulia,1987-02-27
8,691,2,G Coffee @ Bandar Seri Mulia,1968-09-24
9,22726,4,G Coffee @ PJS8,1999-07-11
9,2626,3,G Coffee @ PJS8,1996-06-06
9,5544,3,G Coffee @ PJS8,1978-08-09
9,6982,3,G Coffee @ PJS8,1986-02-19
9,7393,3,G Coffee @ PJS8,1966-12-24
9,7694,3,G Coffee @ PJS8,2006-11-20
9,8413,3,G Coffee @ PJS8,2002-01-14
9,9699,3,G Coffee @ PJS8,1983-09-22
9,9723,3,G Coffee @ PJS8,1997-07-21
9,12729,3,G Coffee @ PJS8,1986-06-25
9,13378,3,G Coffee @ PJS8,1996-07-16
9,13577,3,G Coffee @ PJS8,1969-07-14
9,17576,3,G Coffee @ PJS8,1983-12-18
9,17693,3,G Coffee @ PJS8,1998-09-22
9,17984,3,G Coffee @ PJS8,2008-01-13
9,18206,3,G Coffee @ PJS8,1982-11-25
9,18644,3,G Coffee @ PJS8,1984-01-16
9,19216,3,G Coffee @ PJS8,2000-06-23
9,20798,3,G Coffee @ PJS8,2002-01-01
9,485379,3,G Coffee @ PJS8,1997-10-02
9,569659,3,G Coffee @ PJS8,1965-11-18
9,579052,3,G Coffee @ PJS8,2008-12-11
9,669530,3,G Coffee @ PJS8,1967-04-16
9,715018,3,G Coffee @ PJS8,1971-07-28
9,733370,3,G Coffee @ PJS8,1978-07-10
9,975156,3,G Coffee @ PJS8,2005-12-09
9,1068115,3,G Coffee @ PJS8,1973-02-21
9,1128821,3,G Coffee @ PJS8,2008-04-21
9,1133133,3,G Coffee @ PJS8,2009-05-12
9,1137752,3,G Coffee @ PJS8,2003-11-02
9,1143088,3,G Coffee @ PJS8,2006-06-03
9,1160171,3,G Coffee @ PJS8,2007-07-09
9,1217267,3,G Coffee @ PJS8,1971-02-24
9,102,2,G Coffee @ PJS8,1990-08-08
9,265,2,G Coffee @ PJS8,1975-07-15
10,5278,4,G Coffee @ Taman Damansara,2006-09-13
10,3154,3,G Coffee @ Taman Damansara,1999-06-22
10,5349,3,G Coffee @ Taman Damansara,1968-03-18
10,5875,3,G Coffee @ Taman Damansara,1997-12-28
10,7310,3,G Coffee @ Taman Damansara,1997-09-23
10,11541,3,G Coffee @ Taman Damansara,1972-09-23
10,13519,3,G Coffee @ Taman Damansara,1997-05-12
10,13747,3,G Coffee @ Taman Damansara,1990-06-01
10,15968,3,G Coffee @ Taman Damansara,2005-05-28
10,17755,3,G Coffee @ Taman Damansara,1995-07-15
10,19444,3,G Coffee @ Taman Damansara,1993-02-25
10,19964,3,G Coffee @ Taman Damansara,2001-11-16
10,20526,3,G Coffee @ Taman Damansara,1967-07-02
10,23489,3,G Coffee @ Taman Damansara,1995-05-16
10,65407,3,G Coffee @ Taman Damansara,2002-03-15
10,450232,3,G Coffee @ Taman Damansara,1998-10-31
10,843481,3,G Coffee @ Taman Damansara,2006-05-21
10,1030825,3,G Coffee @ Taman Damansara,1969-11-09
10,1067979,3,G Coffee @ Taman Damansara,1993-10-27
10,1114542,3,G Coffee @ Taman Damansara,1989-03-07
10,1129115,3,G Coffee @ Taman Damansara,1995-10-17
10,1158686,3,G Coffee @ Taman Damansara,1992-04-03
10,1175039,3,G Coffee @ Taman Damansara,1998-05-09
10,1191666,3,G Coffee @ Taman Damansara,1984-04-19
10,1202981,3,G Coffee @ Taman Damansara,1982-06-22
10,1208118,3,G Coffee @ Taman Damansara,1978-06-18
10,44,2,G Coffee @ Taman Damansara,1969-12-14
10,213,2,G Coffee @ Taman Damansara,2004-07-17
10,277,2,G Coffee @ Taman Damansara,1999-01-24
10,431,2,G Coffee @ Taman Damansara,1995-11-02
10,514,2,G Coffee @ Taman Damansara,1986-09-12
10,533,2,G Coffee @ Taman Damansara,2006-01-04
10,561,2,G Coffee @ Taman Damansara,1987-07-18
10,579,2,G Coffee @ Taman Damansara,1965-08-28
10,762,2,G Coffee @ Taman Damansara,1964-10-03
